file,method,line,statements,flow_blocks,classification
ddd-application/src/main/java/com/ddd/application/exception/ApplicationErrorCode.java,message,55,1,0,single_operation_or_constructor_review
ddd-common/src/main/java/com/ddd/common/error/BaseException.java,<init>,20,2,0,single_operation_or_constructor_review
ddd-common/src/main/java/com/ddd/common/error/BaseException.java,<init>,25,2,0,single_operation_or_constructor_review
ddd-common/src/main/java/com/ddd/common/error/BaseException.java,errorCode,37,1,0,single_operation_or_constructor_review
ddd-common/src/main/java/com/ddd/common/error/Failures.java,<init>,11,0,0,single_operation_or_constructor_review
ddd-common/src/main/java/com/ddd/common/error/Failures.java,capture,23,4,1,flow_checked
ddd-common/src/main/java/com/ddd/common/result/Result.java,success,29,1,0,single_operation_or_constructor_review
ddd-common/src/main/java/com/ddd/common/result/Result.java,failure,41,1,0,single_operation_or_constructor_review
ddd-common/src/main/java/com/ddd/common/result/Result.java,failure,54,1,0,single_operation_or_constructor_review
ddd-common/src/main/java/com/ddd/common/result/Result.java,map,66,3,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/exception/DomainErrorCode.java,<init>,67,2,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/exception/DomainErrorCode.java,code,79,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/exception/DomainErrorCode.java,message,91,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/exception/DomainException.java,<init>,20,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/exception/DomainException.java,<init>,32,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,<init>,29,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,of,41,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,draft,60,3,1,flow_checked
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,requiredPendingOperation,78,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,id,89,1,0,single_operation_or_constructor_review
ddd-domain/src/main/java/com/ddd/domain/ddd/model/aggregate/DddAggregate.java,findOperation,101,1,0,single_operation_or_constructor_review
